epoch,train_loss,val_loss,lr,best_val_loss,epoch_seconds,mix_basal,mix_bolus,mix_carbs,mix_jepa
8,0.002041418958517668,0.002098696937533829,0.0003811557563882719,0.0020027789780166986,2104.4,0.2322,0.2304,0.2602,0.2773
