epoch,train_loss,val_loss,lr,best_val_loss,epoch_seconds,lr_group1,mix_basal,mix_bolus,mix_carbs,mix_jepa
7,0.002402758314718987,0.002469779314887195,0.0003621853648862396,0.0024632206573827783,5679.85,3.656230589874906e-05,0.1956,0.2538,0.2704,0.2801
