epoch,train_loss,val_loss,lr,best_val_loss,epoch_seconds,lr_group1,mix_basal,mix_bolus,mix_carbs,mix_jepa
9,0.0025388733900003732,0.0028943868620543056,0.0003344878600590539,0.002760589310967878,6465.26,3.404435091445945e-05,0.2139,0.2778,0.2658,0.2424
