epoch,train_loss,val_loss,lr,best_val_loss,epoch_seconds,mix_basal,mix_bolus,mix_carbs,mix_jepa
12,0.00216406746172619,0.0022274757192826213,0.0003545616220696062,0.0021666370815819663,4311.77,0.1928,0.2199,0.2434,0.3439
